neuron_id,x_um,y_um,theta0_deg,f0_cpd,sigma_x_deg,sigma_y_deg,phase_rad,gain,baseline,gamma,azimuth_deg,elevation_deg,retino_jitter_az_deg,retino_jitter_el_deg
24,341.24775198748773,69.87624180465491,89.4449873034629,0.02774400974538305,2.1596872542804904,1.2683955608721862,5.5214346643016015,1.075203664647108,0.05,1.25,2.4824668849883125,-1.40085428354793,0.3516013390480439,0.4055148589225888
25,99.95410123755416,3.681134875502756,24.18604439635107,0.04614665867302378,3.27592700607367,1.223101978258188,2.3440088024325423,1.7886210287662159,0.05,1.25,-3.219848538652041,-3.565737219543988,-1.2950178971090724,-0.2212930203605294
26,393.4621887510692,332.4254282960161,65.76812337584403,0.061979912609418,2.6225953356013765,0.7695121972627659,3.5504892254865883,1.4609837718555383,0.05,1.25,2.057184782045641,1.9908794255082412,-0.2287837986785382,0.5750907965302426
27,352.5826893131676,390.36451551098395,12.090000392598041,0.04921445594039155,2.422530143252708,1.0395754685232852,1.6986075515306704,0.9262219323179018,0.05,1.25,2.897306643568515,0.37235327239877014,1.4997363703654418,-1.587804122967614
28,229.45788776917,284.37059797644685,36.35622678398068,0.040024486358747766,2.531889754283704,1.217252059920723,1.0090061261383236,0.8621680737144062,0.05,1.25,-0.6492361537018108,2.5569101221619226,-0.18751354547936644,2.22218332148846
29,69.89849906382872,57.26503676798672,3.1803805799841967,0.06320730206399221,2.7491504856044813,1.095160683498008,4.868889952942898,0.9218375602582535,0.05,1.25,-3.725361732552032,-4.049713280054505,-1.115382343218846,-1.2333750259354805
30,334.2014808952358,235.54810307156626,81.59038497002942,0.0416856284308753,3.0334937101949317,1.8363706718592652,3.1201700003722315,1.1359559715609546,0.05,1.25,1.8280319215959446,1.366207360492446,0.3034592877467904,1.2665777857279803
31,282.6180532405944,382.4994287080128,114.2172476913235,0.03893512654497367,2.025027716975402,1.2474853693744816,3.370853039999424,0.9740369559917688,0.05,1.25,0.20575942909211678,3.6394880866853265,0.017139083340988997,1.9934408856554837
32,317.3591600002954,276.7897003289979,61.792643228203396,0.06527650979649781,2.0039385856546654,1.794049448991329,6.065887334233211,0.9059138767332369,0.05,1.25,2.39318210071435,1.7888338252094163,1.2851909738497902,1.2627301003350928
33,279.60358037270674,151.9750490313061,75.66871887094987,0.0440901881232413,3.426986312539975,1.3202094826445625,6.054351146767631,1.4431025040943528,0.05,1.25,1.63772229822583,2.4446439262325104,0.8311747519861399,3.4914796505191275
34,15.408917283969704,218.35869461618117,172.65766911202365,0.06290279505279557,2.3453326033931297,1.3121555245801155,5.376158007284509,0.9718512969090354,0.05,1.25,-4.3460068558907885,-4.119832553219819,-0.3077425332990663,-3.005283438099771
35,107.2923364097646,204.26432186231807,135.35336188348478,0.06391764116177734,1.8244907771463499,1.2714591176845913,1.1787839517916123,1.7769479774637786,0.05,1.25,0.02690243523985858,-1.6728705000454704,2.4063815422757115,-0.6865491464352385
36,426.7015366340831,116.96974293267037,97.35419465009122,0.029389787046747093,2.9050907305782716,1.3012343674304925,3.7339254612937127,1.0229449169928446,0.05,1.25,3.660163619872496,0.9779558520142463,0.16182066651454957,1.9643260272907903
37,29.15137084453301,140.69194601099827,51.217357520128544,0.04220972172356048,2.919329295385815,1.9978328443298177,5.5175629961332655,1.5625664012980112,0.05,1.25,-5.973625420248316,-3.852342091195078,-2.4033893115883878,-1.8774708211592093
38,146.7968788833418,330.9582573634475,161.45942377913914,0.12128104062233443,1.7732829998036639,0.7279387148551453,2.352826303564596,1.0934412746596887,0.05,1.25,-4.454629195668584,-0.5771480169205732,-2.4019169056782808,-1.1912044350381357
39,278.51607617063917,391.9491045532067,42.31748103851871,0.029025926656628176,2.753524903242801,0.7881852155394709,0.6352687762717286,1.2721904051671313,0.05,1.25,0.7483473790931094,2.5292741910205505,0.6594549090254903,0.7862817642191564
40,332.15677016369375,203.19343072003525,58.561691493001874,0.017170164204179366,3.124915422851313,1.1349306601672131,5.095430192021592,0.8343078976835996,0.05,1.25,1.997160187591899,-2.4026305529199576,0.41441126899283065,-2.1191488258385496
41,407.0101923330173,83.48645995385195,163.63166659613074,0.019753256245542986,2.8551033952576224,1.3047301463059,3.027009667453455,0.8078007837327641,0.05,1.25,-0.21604901919503483,-1.3572228813530676,-3.465155154948966,0.0815303780855734
42,11.35603656693024,45.023930387820876,95.31756995131303,0.055887662872593995,3.045018010637306,1.5447936949523362,3.546183796712495,1.1217909702885778,0.05,1.25,-4.312749518223985,-2.455971975837727,-0.7076640504575036,0.6890786575749177
43,361.17967529822516,230.9386151256937,133.6172308952358,0.05594324463516347,1.8302346277218418,1.4632149918481854,6.170994612154514,1.2803561873857363,0.05,1.25,3.065916013531341,0.3391564387186722,1.0529304393319052,0.2073621480880229
44,80.6358895168009,250.52238755168176,106.3340629494779,0.05155489770357483,2.824330890930761,1.1809306171451124,3.8152219384318524,1.0101149391330222,0.05,1.25,-1.8432566883960864,-0.18885788266489995,1.1401996280637807,0.34381706117260263
45,76.15605135658421,348.160187538868,117.61905762170913,0.10724732235860698,2.410553779569111,1.6771990799947694,2.670224231871455,0.7249893355869251,0.05,1.25,-2.551434792286187,-0.4674356826565972,0.7950970584022,-1.0570098943048236
46,223.07813778701535,190.51061304824123,53.888992472668605,0.012645156380467122,2.304385174621582,1.6818815135051874,2.3246803439436405,0.7117243498830697,0.05,1.25,-0.5702615631277648,-0.48292948765258414,-0.2694171207471878,0.29516414498543586
47,150.75604457393825,315.14129655944424,43.44697109279932,0.06838112362653809,3.232159040043301,1.3612164143207814,2.6239794035986312,0.6999235945446765,0.05,1.25,-0.7061724703821948,-0.14806977558491785,1.2307927131261283,-0.5906117583368582
48,180.9063052766952,43.8249596580505,58.04862249035975,0.12981679616230787,3.7634273546266703,1.6537222521966575,0.7439233798117453,0.6428103600164783,0.05,1.25,0.16536873003514885,-3.01841709775894,0.781750883598169,-0.3987581878730685
49,59.00295106025766,480.94883227475725,27.979481535016046,0.029578678018274004,4.0718765365078795,1.3916993860960096,4.993565031522059,1.0277493762236898,0.05,1.25,-4.211370214958674,3.3249419659900203,-0.17631325099219552,1.2442785630361095
50,454.2903453538035,349.8535669053748,157.37658575234533,0.04463148732430121,3.6118258239848635,1.1297467671826553,5.263530254937462,1.3247993055110727,0.05,1.25,0.31662930930229827,-0.13255974994312836,-2.9895905565812337,-1.9447084921121416
51,132.9349807297598,484.58818867386196,50.98444798502053,0.036351760355975093,2.529642275399851,1.5477750904695131,1.7869198973556182,0.9966516714653366,0.05,1.25,-4.967232492629805,-1.1422174274306762,-2.223278096164231,-3.500424179772457
52,389.3754519828973,358.4450945794978,101.06809099458923,0.033630818367006314,2.8396803294473942,1.336450936001342,1.9088104491642042,0.5683012169274381,0.05,1.25,1.120881049367115,2.8298071515434984,-1.017396660232765,1.1241508495916106
53,224.68075107189435,136.1207809225795,142.55539652544732,0.04596540656930542,3.149416390998346,1.300435523132918,5.493604152966689,0.9534291946302043,0.05,1.25,-0.5416379323957201,-1.1094057957436756,-0.42732609957386214,0.2966851229127782
54,48.195481076749644,451.30119827192084,141.08833968762843,0.12059647937147232,2.6799708895412597,1.8787424764288714,0.1506101856611207,0.9601173627209972,0.05,1.25,-2.505216877919106,3.6927163425811576,1.633826245066189,1.9915291984015373
55,227.88814491680554,101.18168239761516,78.90952654515472,0.15109304766695453,2.686401302002177,0.7044388379480854,3.2701305636904907,1.6887687068333392,0.05,1.25,-0.059847793519287956,0.22780120707352403,-0.10370690208920932,2.030378834354096
56,152.97831207532624,289.609784470948,85.72631554561062,0.04572140694189189,3.194561165473322,0.9120533634430433,2.913360437782801,0.6946935414412283,0.05,1.25,-1.6853322967487279,-1.103671900246588,0.1381899876511638,-1.256097335741193
57,88.38639146961586,428.3071420461878,179.04631480830446,0.15682276823697203,2.561750422236029,0.9661817242445075,4.33619437870669,0.9069486908443407,0.05,1.25,-4.256085821464676,-0.6594181876452649,-0.8916005282981028,-2.2208047688475245
58,379.259764917605,359.7314779754684,121.42754585622433,0.056086786362441,2.1666662825178693,1.1871424330518723,1.026620329694145,1.531830108809521,0.05,1.25,0.6242291403544424,1.1514262216423323,-1.3322007806004785,-0.5370250321116438
59,216.04651988755185,313.6544203512216,146.6349197612189,0.14429549562145247,2.344080416644499,1.219830874926342,4.199245890900559,1.1190661975296352,0.05,1.25,0.4222872828284716,3.2140817478788013,1.2053775290679023,2.5811547467489757
60,292.0489844563678,324.92330077741,162.45971445946174,0.052248904698812694,3.0464867439593024,0.8918412371727064,2.367089582994302,1.1512269289414006,0.05,1.25,-1.5510142564462575,1.5951050349032454,-2.07327227306556,0.5892412023898784
61,42.22216056994454,207.90370108530482,141.76617052128105,0.05911087925133143,2.601946367444711,1.0162046503575697,3.887499603530372,1.029060355093743,0.05,1.25,-5.096556643387892,-0.43890491455363023,-1.5608159087363016,0.7120456326948029
62,20.80708693094624,246.99540962225947,33.33228209164216,0.06724509944941129,2.830812970826166,1.0482832696431124,0.2519243769238461,1.0859833443114169,0.05,1.25,-4.223205287938838,-3.510405896932886,-0.19662997603158988,-2.7463587387712955
63,164.93060616639266,72.26209443302345,101.190732072763,0.25,3.0741586546529804,2.4030056007558405,2.901117541274921,1.2145849124397528,0.05,1.25,0.4120109033804492,-3.2469724483860394,1.3924454873527266,-0.9075010692130965
64,51.70148386127582,293.822286088856,18.34094831661808,0.08784204437996607,2.367420768735855,2.0396939078043603,3.2813991437314445,0.8167913684368618,0.05,1.25,-4.4197805961306065,-1.725336385965304,-0.8008503575603318,-1.604628616934535
65,85.29648426844305,462.5600591883986,117.52598278151972,0.03727555290821492,3.1411013471884806,1.1728385363736298,1.3466525053591047,1.245472087420934,0.05,1.25,-4.500015290732305,2.5920955602128184,-0.9814249150313332,0.6418356610423759
66,290.5305698501975,173.43490226741852,171.96289707380598,0.09371722595197951,2.8582858611216584,1.1870466811923825,0.8772812924729748,0.7094602890913413,0.05,1.25,0.6526042273725063,-0.26929167627382167,-0.2838665114046083,0.49299300342372154
67,295.4577457407084,11.401935514848748,92.29177157402003,0.04507488824779614,1.9094365018098083,0.9753716171279982,1.1842189714678053,1.0855556689846237,0.05,1.25,2.0377442878333447,-0.6516752853676966,0.5428827808932655,1.9809924832922503
68,479.2796066207227,241.15171847145012,77.9350487161981,0.0420126424892309,3.7288043878590447,0.8068089830122426,2.1623021652845713,1.0456986648502304,0.05,1.25,3.5484233781699968,-1.5889307034640996,-0.514179226296569,-2.215286725268598
69,391.3676136251431,41.36499996121928,6.451695255269372,0.09065525748734156,2.294064784348842,1.2625635504181165,0.6082761076988586,0.8572092092359636,0.05,1.25,4.697131861163694,-2.476037284770718,1.6008336248579744,-0.497232258145882
70,243.32916541908017,245.35349717726046,172.75941401925965,0.05594842356094731,1.7189912036080124,1.012984849067311,5.952185821728618,0.9943447327383731,0.05,1.25,1.5679624433578403,0.4997603284757711,1.6718886668660655,0.5750656697737057
71,468.91322748749144,285.8640261880377,18.54048314342858,0.06410676766905811,2.0022078919423634,1.2727140042774734,2.544652736685505,0.8558714938078507,0.05,1.25,3.5532320683990637,1.6369932187946419,-0.19670629530501738,0.5231638410694427
72,236.7447005284769,133.4878315459468,7.394236794872448,0.0554246841757265,2.0142565205057825,0.8713712159596273,5.082905920425316,0.764964897587097,0.05,1.25,3.0322767186557993,1.7171084716291627,2.9265188401894493,3.11547079358063
73,165.78449867127608,260.3362012357689,44.29199007088892,0.06618500355411647,2.6341347888391393,1.074516346266652,6.122443350981707,0.9153912720314064,0.05,1.25,-1.408767966605837,0.09270519690819601,0.10407170269916804,0.24028588997561295
74,219.45573015252333,10.806039940165213,11.795478105308836,0.06948177089055536,2.4279537359778938,1.349212431704588,0.5072747250842402,0.7588150866710381,0.05,1.25,1.772814848757126,-4.149861642115685,1.6143602361995784,-1.2684915491510207
75,413.1459620971789,448.0803859198834,81.92121163411723,0.01895374187095597,2.390024108467139,1.4246364579056476,4.094560026066693,1.0840449468301585,0.05,1.25,2.7954953326710124,2.7858280718193744,0.4996055589273827,-0.0387942719307846
76,70.12454449930539,277.0180717695247,92.89580422628023,0.07935632492279057,3.0356845057550053,1.44301150704918,5.475224770355177,0.7501205338698391,0.05,1.25,-2.7747863187132813,-1.5077566445715078,0.4708623171863304,-1.2500532089241085
77,54.287870567721775,336.1200465199058,56.262590825145104,0.032047606626108546,2.830576172132167,0.934486609191977,3.9850124768071087,1.1948184578764887,0.05,1.25,-6.080862639853427,-2.7296114112127148,-2.384351239963453,-3.1094751539869376
78,140.61689191950416,329.7113173459509,9.17288686347949,0.024880109293198997,2.8137649113661127,1.6096804756990253,2.6956506221091416,0.7442563351603991,0.05,1.25,-3.8339678213537027,-0.1081296773341921,-1.6760761694844117,-0.6880129274089996
79,363.49730714344133,384.3237459588285,20.088066284860805,0.05326114088000123,2.880513449573593,1.0642936506735206,2.7085326365831865,0.8679911771950728,0.05,1.25,1.1675360761748936,4.830409777216887,-0.43978737997314277,2.9058467436442754
80,53.87047297794828,458.00592256880395,69.21078803818706,0.05760000975476677,3.032978415191073,1.5228426353316322,0.22555935310555233,0.8554301372442173,0.05,1.25,-2.3996513012126526,0.35414559505545196,1.658990054860947,-1.443136674512441
81,115.10699544744041,18.70627808808989,10.895121148776504,0.037558690695405766,1.5349888383554904,1.2965470240214212,3.3589955857079428,1.3927590143248878,0.05,1.25,-1.1802107958077237,-3.7319674440822768,0.5215626786764354,-0.6106173545254876
82,277.4262346957417,185.46114193121937,125.67415060978442,0.08686895397665804,2.373585976733931,0.9215183302643057,6.2426147594622945,1.0860773964309425,0.05,1.25,0.24419590836967925,-0.38599683017459563,-0.4265457570601427,0.27798847412307304
83,414.8948715662066,404.1257360321509,37.263697474466156,0.026288638344363673,1.5075094660531605,1.2011925299948485,6.023737041069348,0.9484431286690135,0.05,1.25,3.383380496109716,1.8096677740009834,0.9287566754630899,-0.508887725826023
84,158.56944641135766,476.4496975348725,54.37288238105493,0.04397028757418711,2.623544921479133,1.4243352305318617,0.2538358410824655,1.1327857452857841,0.05,1.25,-0.6731506331703945,0.6321122187889276,1.5957772991015378,-1.712907339213606
85,145.45891907005932,257.52856461585725,70.94263989205754,0.0398711263285,2.596990311366121,1.5152881358932078,4.434653363056177,0.5904926521662284,0.05,1.25,-1.8530242136539097,3.6515924668340727,0.009508593543402662,3.896510589893748
86,127.98254528380137,468.0217850244817,74.98973395244661,0.05360863664568546,3.3766851848044275,1.254977055700652,1.8960445766531622,0.9892745349965817,0.05,1.25,-2.4483097279050505,4.299442356083439,0.3346196139379127,2.1498217599092593
87,82.30390879100908,22.455309696164495,0.2989273814640958,0.0641169360379078,3.4987999672657657,1.906576045705133,5.673648181223972,1.6476969820259173,0.05,1.25,-2.1529584414059686,-2.310894103644121,0.13728026725981227,0.871165642994695
88,217.54853000151897,496.1877820279185,20.172666779765557,0.03159478460858627,2.735201771719737,1.6723702929441042,0.2834643073776822,1.033640076089219,0.05,1.25,-1.373131139217804,2.5067739773160005,-0.0851747915890373,-0.25561137174630666
89,445.838633127457,374.3040097284746,155.29762147335805,0.08191553519841159,2.294284833773232,1.2192071072462976,5.880270407125911,1.01712324267158,0.05,1.25,1.9170204134218105,2.715317560595386,-1.1692235950881296,0.6454520384363298
90,445.39624543926243,446.7233198489316,0.22195125214346412,0.05693922596100302,2.9352766951507907,1.568147078356807,5.262015288486656,1.1468649564579105,0.05,1.25,1.5903537595168595,3.9097937356231394,-1.277305783778652,0.9983778544701437
91,259.4291801932245,157.9645259153965,91.47012404631752,0.019428921325337058,2.278533503252345,2.1081539003377547,0.7383018080987596,1.250947558358311,0.05,1.25,2.061840360810888,-0.4914971162332896,1.627930506668865,0.5497971108558449
92,386.006216055494,330.8306315838805,88.11036117129746,0.018729651186181404,2.5990949341261276,2.122268183573852,0.3758873972438097,0.606914913487084,0.05,1.25,1.7299628042640256,2.0544558201528336,-0.4293731003335378,0.6809483689630441
93,186.82886443685504,47.23333403075763,59.956948981914806,0.05462860103723332,3.32691525317787,0.9563458096731552,5.244622932289194,0.6566647790616457,0.05,1.25,-0.9850362425965529,-1.1578249423078177,-0.46300958331961894,1.403320688197724
94,373.394805674513,131.23025796143233,77.63886362636093,0.04870594811181687,2.26159113710739,1.0312080578647482,0.9786543097479894,1.0539793129786101,0.05,1.25,-0.2288284798857938,-1.4933607698395375,-2.7471091263226857,-0.5034110521779693
95,468.4065752668896,120.48528750284237,140.50460475478516,0.05195885330554394,3.1801587115466625,1.8843707794146547,3.3608642156154884,0.8363407606832812,0.05,1.25,1.2361783438411615,-3.055374868931141,-2.9862179926859964,-2.2425912453408077
96,61.37896620574301,415.55633606245306,151.41666711869215,0.05416001113187594,3.079791152943306,0.9977964331839677,5.753794636148766,1.3881977395008724,0.05,1.25,-1.7570878336359508,2.6698332882188165,2.045793344720864,1.342777472957529
97,76.64215831224702,89.63415407886954,46.86273781474501,0.0622644786442595,2.0478971593283455,0.9340073056811787,3.565381649639882,0.924230668306437,0.05,1.25,-3.6646852959536274,-4.671866412769234,-1.0792203499271855,-2.2537551840613457
98,299.69139576042176,437.2810204187322,58.04827937419137,0.09262327598995623,3.316748637701262,1.1512124965760329,2.4958904433364872,0.6165396252384832,0.05,1.25,-4.117024695626082,1.5227704177573826,-4.446793256762477,-0.8152432618989518
99,98.21733285728662,155.1618364500474,43.64691354509989,0.02985121342385531,3.0961302689307626,1.4440056335827756,2.796118337317629,0.7283282211137356,0.05,1.25,1.234288668923997,-0.9344137679295288,3.6306225183711036,0.6523264071954711
100,388.7024191205888,485.9132130304837,86.37541209919172,0.028868435734773306,2.667103139340092,1.2671434153809185,0.3965768795973082,0.5028723065104219,0.05,1.25,0.9160398534399281,3.8848590131478815,-0.8393584290742342,0.6976203142504593
101,250.37059310117115,71.94875127562538,122.98650437858633,0.03014457771530974,2.1488451977622844,1.1048652251777837,6.086850351875315,0.943148639855765,0.05,1.25,-1.8166475174990273,-2.5173149500750442,-2.3414375294916643,-0.4459850440464531
102,6.968143854100772,114.82801499942764,41.0855175834157,0.06447240818339153,2.097424032074259,1.0983523014392067,1.9518978113153072,0.9539957792440749,0.05,1.25,-3.7363085729770322,-2.475643207475176,0.14921620952360773,-0.12915097773157275
103,65.91110889326052,338.8293368064287,59.532433569876,0.10907702057619023,2.2729892167573653,1.0879334707586072,1.1898059085950992,0.8993206109477285,0.05,1.25,-2.31354195284038,0.9653416922059216,1.1862091825351209,0.5169678393540785
104,60.91625231426556,253.1649658103165,167.46923116604708,0.04338425096250124,2.977726413548731,1.0434023431624635,1.7972882040819358,1.30959739741178,0.05,1.25,-2.335856094798084,-1.597203000971073,1.0024890271619955,-1.0325584233461391
105,347.1312178214432,290.55830461045116,8.742472172452453,0.01389318276053195,2.0474705498563184,2.299685751428043,6.0593354887799755,1.3493593970542057,0.05,1.25,2.938823491011326,3.224481471381255,1.3467231126158221,2.4434054214359873
106,99.8878258300288,402.06226309113134,82.93852894312192,0.021544856504938367,2.9005184798939228,1.4003777648570983,0.5924167459477941,0.9582974047291225,0.05,1.25,-4.540815124776312,-0.039059525638732495,-1.4552242794771189,-1.3315434835718396
107,357.7035648079008,369.49200195777087,128.08044748742,0.0347841905039977,1.9061253380604462,1.6226393113521855,5.449425720949204,0.58644674471036,0.05,1.25,3.552163229284872,1.4464760217922505,2.0036765044803495,-0.28701598004259044
108,65.52887577865663,61.876901825172304,27.081722080345333,0.0404708635670711,2.4706821804334016,1.1503829620730341,4.447514357079956,1.1668646846479722,0.05,1.25,-0.594605808084459,-3.4403598987557187,2.1057320880998356,-0.6638035678382759
109,463.7812755032538,198.7890969124703,8.527323600986733,0.043935359007293485,2.672256866352579,1.2409473690011752,5.215164311169266,1.1489403204912856,0.05,1.25,6.095604751571093,0.28118472833148156,2.182568364406067,0.19722872520817827
110,150.47434589046986,244.29202267576667,24.876966894935535,0.05617954950539062,4.791262666067201,1.0876025399282376,6.131745086952264,1.0804178803389428,0.05,1.25,-1.348356227999718,1.9640404555478943,0.3873432349840428,2.3470770325048567
111,331.4321063817912,477.81162852348496,165.3881748355229,0.046333845728046066,1.8426090535537798,0.6699428831490432,5.291413757916495,1.278094040452785,0.05,1.25,0.22798562223491592,1.49907380058846,-0.5426557161662569,-1.4116831438874375
112,143.2231134410275,462.40421465601355,1.6667607278022145,0.09795125637752342,3.7566029814372426,0.9211447815104074,5.927446128601536,0.7473609402639824,0.05,1.25,-3.1710887809525574,2.8112142398094897,-0.6728463120425315,0.678500925964708
113,12.429745693128158,277.5990211634123,33.89795546604333,0.03792170604859346,2.699244849509692,0.8267190153073367,0.7975577404317749,1.6523340209948836,0.05,1.25,-6.611790773048536,0.5217351694539565,-2.3486386082707718,0.9562063539766823
114,316.98755584054254,52.94870187537665,5.631032322296019,0.03422848894927823,2.881481076205203,0.7407577131054955,5.000087020278631,0.7867404054472611,0.05,1.25,0.944839690006406,-0.358858848458522,-0.8081569764266148,1.7217189911003452
115,70.16979853195632,209.5571596581519,19.91330416119659,0.07157277265175988,2.6780754566735796,0.9641817362036101,3.428581503535062,1.2059959400020692,0.05,1.25,-6.639879548811448,-2.222650221982383,-3.591390457350707,-1.179848662656253
116,483.11595607159086,298.0212766171864,111.62687159309333,0.02363503267606964,2.905754698701984,1.8105002427687664,3.4148835375226065,0.655840982857495,0.05,1.25,1.4349118219504442,0.06117461741732422,-2.529702226851153,-1.239344199545929
117,466.5116108001056,402.1804578064854,43.49500357303544,0.06814676056782945,2.50199939174439,1.2856381663025849,5.648090840643764,0.7924973066245289,0.05,1.25,3.7405831310083024,2.1912679778128354,0.3714988516634147,-0.26883993817463236
118,233.69080077764576,392.3817246260937,102.45816907752183,0.058191391782564196,3.7397695444309758,1.7950003286780685,6.106023474782032,1.4609576738546795,0.05,1.25,-1.081656378548097,1.366659406924122,-0.38006635342202244,-0.2387773070700912
119,8.918391988493868,54.57199838286747,106.23516889790271,0.05071591749080402,2.319597452967187,1.4406723418616494,4.4286297952820135,0.9368566883715933,0.05,1.25,-3.370714047814177,-4.5544698672259365,0.30508236092991514,-1.5128040629146615
